"Year","Month","Sector","Nationality","Level Of Study","Broad Field Of Education","Enrolments","Commencements","EnrolmentsShare","EnrolmentsGrowth","CommencementsShare","CommencementsGrowth"
"2021","Sep","Non-award","United Kingdom","_All","_All","20","8","0","-98","0","-98"
"2021","Sep","Schools","Germany","_All","_All","26","14","1","-94","2","-95"
"2021","Sep","Schools","Netherlands","_All","_All","4","4","1","-79","0","-100"
"2021","Sep","VET","Malaysia","_All","_All","8648","3605","47","-16","58","-17"
"2021","Sep","Non-award","Chile","_All","_All","8","6","0","-70","0","-76"
"2021","Sep","Schools","Belize","_All","_All","4","4","33","0","50",""
"2021","Sep","Higher Education","Sweden","_All","_All","382","83","59","-24","39","-49"
"2021","Sep","Non-award","Germany","_All","_All","20","13","1","-97","2","-98"
"2021","Sep","VET","Germany","_All","_All","1007","470","51","-13","63","-20"
"2021","Sep","Schools","Malaysia","_All","_All","175","36","1","-28","1","-61"
"2021","Sep","VET","Bosnia and Herzegovina","_All","_All","22","9","42","-33","33","-53"
"2021","Sep","VET","Bangladesh","_All","_All","1669","802","25","23","38","4"
"2021","Sep","Higher Education","Panama","_All","_All","17","5","63","-6","50","-38"
"2021","Sep","VET","Uruguay","_All","_All","93","48","69","8","79","-2"
"2021","Sep","Non-award","Indonesia","_All","_All","375","197","2","-35","3","-39"
"2021","Sep","Schools","South Africa","_All","_All","23","5","3","-28","2","-69"
"2021","Sep","Higher Education","Colombia","_All","_All","1797","630","8","0","6","-2"
"2021","Sep","ELICOS","Austria","_All","_All","5","4","4","-55","7","-63"
"2021","Sep","Schools","Korea, Republic of (South)","_All","_All","878","249","5","-29","3","-53"
"2021","Sep","Higher Education","Nicaragua","_All","_All","4","4","22","-33","0","-100"
"2021","Sep","Non-award","Russian Federation","_All","_All","16","9","2","-38","3","-53"
"2021","Sep","Schools","Saudi Arabia","_All","_All","11","4","0","-15","0","0"
"2021","Sep","VET","Malawi","_All","_All","16","9","22","-11","53","-10"
"2021","Sep","Schools","Austria","_All","_All","4","4","3","-91","7","-93"
"2021","Sep","VET","Denmark","_All","_All","50","24","34","-30","51","-37"
"2021","Sep","VET","Argentina","_All","_All","1161","556","70","22","67","2"
"2021","Sep","Higher Education","Bahrain","_All","_All","17","4","77","-39","67","-50"
"2021","Sep","Higher Education","Tajikistan","_All","_All","4","4","40","100","33","0"
"2021","Sep","Higher Education","Kazakhstan","_All","_All","128","38","75","2","68","-22"
"2021","Sep","Non-award","Azerbaijan","_All","_All","4","4","3","-50","0","-100"
"2021","Sep","ELICOS","Hungary","_All","_All","13","9","7","-70","12","-67"
"2021","Sep","VET","Brunei Darussalam","_All","_All","11","4","4","-45","6","-50"
"2021","Sep","Non-award","Malawi","_All","_All","4","4","3","-50","0","-100"
"2021","Sep","VET","Fiji","_All","_All","648","248","71","-7","78","-29"
"2021","Sep","Schools","Peru","_All","_All","4","4","0","-33","0",""
"2021","Sep","Non-award","Bangladesh","_All","_All","74","31","1","-52","1","-56"
"2021","Sep","Higher Education","Albania","_All","_All","39","11","59","0","58","-21"
"2021","Sep","VET","Cuba","_All","_All","4","4","33","0","0",""
"2021","Sep","VET","Turkey","_All","_All","1202","563","66","9","67","-12"
"2021","Sep","Higher Education","Uganda","_All","_All","136","33","76","-2","65","-20"
"2021","Sep","VET","Greece","_All","_All","268","88","73","-34","73","-47"
"2021","Sep","Higher Education","Canada","_All","_All","2818","698","83","-5","74","-23"
"2021","Sep","Non-award","Brunei Darussalam","_All","_All","9","6","4","-31","9","-45"
"2021","Sep","ELICOS","Qatar","_All","_All","4","4","6","-89","25","0"
"2021","Sep","ELICOS","Nepal","_All","_All","2267","1640","4","-33","9","-34"
"2021","Sep","VET","North Macedonia","_All","_All","147","60","57","-15","66","-22"
"2021","Sep","ELICOS","Slovakia","_All","_All","30","17","7","-75","10","-79"
"2021","Sep","Schools","Pakistan","_All","_All","12","8","0","-25","0","167"
"2021","Sep","Non-award","Turkey","_All","_All","4","4","0","-84","0","-77"
"2021","Sep","Higher Education","Luxembourg","_All","_All","7","4","64","-36","50","-50"
"2021","Sep","Higher Education","Dominican Republic","_All","_All","4","4","50","-40","33","-67"
"2021","Sep","Non-award","Pakistan","_All","_All","112","41","1","-58","1","-74"
"2021","Sep","VET","Oman","_All","_All","14","5","2","-26","2","-67"
"2021","Sep","ELICOS","Sri Lanka","_All","_All","135","104","1","-57","2","-58"
"2021","Sep","ELICOS","Congo, Republic of","_All","_All","4","4","14","0","20","0"
"2021","Sep","VET","Sierra Leone","_All","_All","7","4","28","-22","25","-25"
"2021","Sep","VET","Madagascar","_All","_All","4","4","13","-67","0","-100"
"2021","Sep","Non-award","Kuwait","_All","_All","58","48","16","57","36","60"
"2021","Sep","ELICOS","Nigeria","_All","_All","11","10","1","-71","1","-69"
"2021","Sep","VET","Chile","_All","_All","2355","1104","63","3","61","-7"
"2021","Sep","VET","Belarus","_All","_All","10","5","50","11","71","25"
"2021","Sep","VET","Russian Federation","_All","_All","171","75","22","6","28","-6"
"2021","Sep","VET","Morocco","_All","_All","32","13","46","45","46","-7"
"2021","Sep","VET","Jordan","_All","_All","148","59","34","3","48","-11"
"2021","Sep","VET","Mozambique","_All","_All","4","4","7","-25","17","-33"
"2021","Sep","Higher Education","Romania","_All","_All","56","10","47","-16","22","-63"
"2021","Sep","ELICOS","Iran","_All","_All","48","38","2","-30","6","-27"
"2021","Sep","VET","Estonia","_All","_All","257","97","91","-27","91","-34"
"2021","Sep","ELICOS","Germany","_All","_All","60","41","3","-64","5","-53"
"2021","Sep","Higher Education","Jamaica","_All","_All","11","4","73","-21","100","-50"
"2021","Sep","ELICOS","Korea, Republic of (South)","_All","_All","1494","977","9","-53","13","-52"
"2021","Sep","ELICOS","Lebanon","_All","_All","38","19","7","-52","10","-60"
"2021","Sep","VET","Korea, Republic of (South)","_All","_All","10190","4608","58","-19","63","-21"
"2021","Sep","Non-award","Netherlands","_All","_All","4","4","1","-99","0","-100"
"2021","Sep","Higher Education","Mauritius","_All","_All","789","157","45","-20","26","-39"
"2021","Sep","VET","Vanuatu","_All","_All","9","4","43","-18","29","-75"
"2021","Sep","Higher Education","Kenya","_All","_All","2244","602","66","-12","55","-26"
"2021","Sep","ELICOS","Slovenia","_All","_All","4","4","2","-86","0","-100"
"2021","Sep","Schools","United Kingdom","_All","_All","42","14","1","-22","1","-46"
"2021","Sep","Non-award","Guatemala","_All","_All","4","4","2","-67","0","-100"
"2021","Sep","Higher Education","Syria","_All","_All","18","4","78","-5","57","33"
"2021","Sep","Schools","Indonesia","_All","_All","136","37","1","-20","1","-42"
"2021","Sep","Higher Education","Samoa ","_All","_All","8","4","40","60","44","-20"
"2021","Sep","Higher Education","Cameroon","_All","_All","27","4","84","-13","50","-67"
"2021","Sep","ELICOS","Vietnam","_All","_All","1183","875","5","-55","10","-48"
"2021","Sep","Higher Education","Uzbekistan","_All","_All","102","17","68","-26","39","-45"
"2021","Sep","VET","Azerbaijan","_All","_All","14","6","45","17","60","-14"
"2021","Sep","ELICOS","Saudi Arabia","_All","_All","428","246","10","-73","22","-72"
"2021","Sep","Non-award","Saudi Arabia","_All","_All","227","87","5","-33","8","-54"
"2021","Sep","ELICOS","Norway","_All","_All","10","7","2","-58","7","-42"
"2021","Sep","Non-award","Tanzania","_All","_All","5","4","4","-29","8","-40"
"2021","Sep","ELICOS","Myanmar","_All","_All","127","68","6","-81","9","-80"
"2021","Sep","Non-award","Jordan","_All","_All","4","4","1","-40","1","-50"
"2021","Sep","ELICOS","Philippines","_All","_All","236","191","1","-41","3","-32"
"2021","Sep","ELICOS","Cambodia","_All","_All","115","86","4","-59","8","-55"
"2021","Sep","Non-award","Austria","_All","_All","4","4","3","-94","5","-95"
"2021","Sep","VET","Andorra","_All","_All","4","4","67","0","50","0"
"2021","Sep","Higher Education","Tonga","_All","_All","20","6","40","-17","29","-33"
"2021","Sep","Non-award","Ireland","_All","_All","4","4","0","-99","0","-100"
"2021","Sep","Higher Education","United Arab Emirates","_All","_All","248","78","84","-8","78","3"
"2021","Sep","ELICOS","Czech Republic","_All","_All","53","46","8","-81","17","-78"
"2021","Sep","VET","Guatemala","_All","_All","14","9","27","17","43","0"
"2021","Sep","VET","Hungary","_All","_All","110","44","58","-19","59","-25"
"2021","Sep","VET","Bolivia","_All","_All","26","13","41","-4","48","-32"
"2021","Sep","Schools","Bangladesh","_All","_All","52","28","1","30","1","75"
"2021","Sep","Non-award","Korea, Republic of (South)","_All","_All","147","79","1","-60","1","-67"
"2021","Sep","Higher Education","Macau","_All","_All","595","165","81","-9","71","-19"
"2021","Sep","VET","Afghanistan","_All","_All","7","4","23","17","33","0"
"2021","Sep","Non-award","Peru","_All","_All","4","4","0","-79","0","-100"
"2021","Sep","Schools","St Kitts and Nevis","_All","_All","4","4","50","0","33","-50"
"2021","Sep","ELICOS","Malawi","_All","_All","4","4","1","-67","6","-50"
"2021","Sep","VET","Congo, Democratic Republic of","_All","_All","4","4","6","0","0","-100"
"2021","Sep","VET","Tanzania","_All","_All","18","5","14","-22","13","-62"
"2021","Sep","VET","Peru","_All","_All","772","375","52","5","52","-2"
"2021","Sep","Higher Education","Lithuania","_All","_All","49","15","15","-11","14","-6"
"2021","Sep","Higher Education","St Lucia","_All","_All","4","4","75","50","100",""
"2021","Sep","Higher Education","Portugal","_All","_All","301","76","49","-7","36","-28"
"2021","Sep","VET","Pakistan","_All","_All","8188","4042","50","17","66","-1"
"2021","Sep","Schools","Turkey","_All","_All","9","4","0","-25","0","-50"
"2021","Sep","Non-award","South Africa","_All","_All","10","7","1","-55","2","-53"
"2021","Sep","Higher Education","Ethiopia","_All","_All","160","21","92","-20","81","-5"
"2021","Sep","VET","Netherlands","_All","_All","295","137","54","-14","70","-19"
"2021","Sep","Higher Education","Nigeria","_All","_All","1612","531","79","-8","74","-7"
"2021","Sep","VET","Zambia","_All","_All","80","38","33","-15","58","-17"
"2021","Sep","Higher Education","Tunisia","_All","_All","8","4","73","-43","50","0"
"2021","Sep","VET","Cyprus","_All","_All","25","11","69","-31","85","-21"
"2021","Sep","Higher Education","Iceland","_All","_All","10","4","71","-41","40","-50"
"2021","Sep","ELICOS","Iraq","_All","_All","5","4","5","25","7","-50"
"2021","Sep","VET","United Kingdom","_All","_All","3849","1667","74","-9","80","-18"
"2021","Sep","VET","Ecuador","_All","_All","197","82","51","-1","54","-29"
"2021","Sep","ELICOS","Guatemala","_All","_All","4","4","8","-83","14","-81"
"2021","Sep","Schools","Brunei Darussalam","_All","_All","4","4","1","-25","1","-67"
"2021","Sep","Non-award","Argentina","_All","_All","4","4","0","-83","0","-83"
"2021","Sep","ELICOS","Laos","_All","_All","73","42","14","-74","19","-75"
"2021","Sep","VET","Trinidad and Tobago","_All","_All","7","4","41","-30","40","-71"
"2021","Sep","Non-award","Malaysia","_All","_All","188","100","1","-73","2","-81"
"2021","Sep","ELICOS","Russian Federation","_All","_All","76","52","10","-46","19","-49"
"2021","Sep","Non-award","Thailand","_All","_All","49","33","0","-46","1","-39"
"2021","Sep","VET","Rwanda","_All","_All","4","4","4","-50","13",""
"2021","Sep","Higher Education","Cambodia","_All","_All","1794","560","62","2","54","-23"
"2021","Sep","Higher Education","Maldives","_All","_All","115","26","83","-7","60","-40"
"2021","Sep","Higher Education","Nepal","_All","_All","27329","6112","48","-18","32","-37"
"2021","Sep","Schools","Singapore","_All","_All","44","8","1","-45","0","-58"
"2021","Sep","ELICOS","Indonesia","_All","_All","392","307","2","-52","5","-49"
"2021","Sep","Higher Education","Solomon Islands","_All","_All","95","28","69","0","62","-10"
"2021","Sep","VET","Ethiopia","_All","_All","10","4","6","-9","15","-50"
"2021","Sep","Higher Education","Lesotho","_All","_All","4","4","80","-43","0","-100"
"2021","Sep","Higher Education","Azerbaijan","_All","_All","15","4","48","-32","30","-50"
"2021","Sep","Schools","Denmark","_All","_All","4","4","1","-90","2","-89"
"2021","Sep","Higher Education","Bulgaria","_All","_All","24","10","24","-11","24","0"
"2021","Sep","Higher Education","Tanzania","_All","_All","101","29","79","-12","74","-9"
"2021","Sep","Higher Education","Haiti","_All","_All","4","4","100","0","","-100"
"2021","Sep","VET","Macau","_All","_All","55","30","7","-4","13","-14"
"2021","Sep","VET","Taiwan","_All","_All","5967","2585","54","-17","57","-22"
"2021","Sep","Schools","Barbados","_All","_All","4","4","25","0","",""
"2021","Sep","VET","Brazil","_All","_All","15895","6521","78","-16","75","-26"
"2021","Sep","ELICOS","Oman","_All","_All","53","43","6","-72","19","-76"
"2021","Sep","VET","Syria","_All","_All","4","4","17","300","29",""
"2021","Sep","ELICOS","Poland","_All","_All","73","49","9","-62","16","-58"
"2021","Sep","ELICOS","Italy","_All","_All","591","409","12","-49","18","-43"
"2021","Sep","ELICOS","Kuwait","_All","_All","25","21","7","0","16","75"
"2021","Sep","VET","Yemen","_All","_All","4","4","13","-86","17","-86"
"2021","Sep","VET","Ukraine","_All","_All","61","23","40","-8","38","-18"
"2021","Sep","ELICOS","Bangladesh","_All","_All","96","78","1","-53","4","-52"
"2021","Sep","Higher Education","Afghanistan","_All","_All","19","4","63","-10","44","-43"
"2021","Sep","Schools","Myanmar","_All","_All","33","8","2","-20","1","-58"
"2021","Sep","VET","Papua New Guinea","_All","_All","222","104","21","-16","33","-35"
"2021","Sep","ELICOS","Greece","_All","_All","38","17","10","-58","14","-58"
"2021","Sep","Higher Education","India","_All","_All","55688","10799","46","-28","26","-47"
"2021","Sep","Schools","Lebanon","_All","_All","4","4","0","0","0","-100"
"2021","Sep","VET","Hong Kong","_All","_All","2199","1019","16","-13","20","-14"
"2021","Sep","Higher Education","Mexico","_All","_All","466","150","28","-8","21","-3"
"2021","Sep","Higher Education","Thailand","_All","_All","1873","538","13","-19","8","-33"
"2021","Sep","Higher Education","Japan","_All","_All","1850","630","26","-1","18","-9"
"2021","Sep","VET","Romania","_All","_All","51","28","43","-4","62","4"
"2021","Sep","Non-award","Nigeria","_All","_All","11","5","1","-52","1","-67"
"2021","Sep","Higher Education","Cyprus","_All","_All","9","4","25","0","15","0"
"2021","Sep","Higher Education","East Timor","_All","_All","29","7","63","-12","64","-50"
"2021","Sep","Schools","Norway","_All","_All","4","4","0","-98","0","-100"
"2021","Sep","Non-award","Sri Lanka","_All","_All","42","26","0","-63","1","-54"
"2021","Sep","Higher Education","Comoros","_All","_All","4","4","100","-50","","-100"
"2021","Sep","Schools","Ireland","_All","_All","4","4","0","-75","0","-100"
"2021","Sep","Higher Education","Guatemala","_All","_All","33","9","63","-20","43","-44"
"2021","Sep","Higher Education","Honduras","_All","_All","20","9","67","54","60","13"
"2021","Sep","ELICOS","Cuba","_All","_All","4","4","67","-60","100","-75"
"2021","Sep","ELICOS","Turkey","_All","_All","275","173","15","-74","21","-69"
"2021","Sep","VET","Georgia","_All","_All","4","4","20","-50","0","-100"
