"Year","Month","Sector","Nationality","Level Of Study","Broad Field Of Education","Enrolments","Commencements","EnrolmentsShare","EnrolmentsGrowth","CommencementsShare","CommencementsGrowth"
"2020","Dec","VET","Zambia","_All","Food, Hospitality and Personal Services","4","4","4","-20","4","-33"
"2020","Dec","VET","Zambia","_All","Education","6","4","6","20","8","300"
"2020","Dec","VET","Zambia","_All","Architecture and Building","4","4","2","0","4",""
"2020","Dec","VET","Zambia","_All","Management and Commerce","24","11","24","-27","21","-35"
"2020","Dec","VET","Zambia","_All","Society and Culture","29","15","29","-3","28","-35"
"2020","Dec","VET","Zambia","_All","Health","19","9","19","0","17","125"
"2020","Dec","VET","Zambia","_All","Mixed Field Programmes","4","4","2","100","2","0"
"2020","Dec","VET","Zambia","_All","Information Technology","5","4","5","-29","4","-67"
"2020","Dec","ELICOS","Zimbabwe","_All","Society and Culture","16","12","100","-53","100","-57"
"2020","Dec","Higher Education","Zimbabwe","_All","_Dual Qualification","32","10","4","19","4","11"
"2020","Dec","Higher Education","Zimbabwe","_All","Agriculture, Environmental and Related Studies","13","4","2","-13","0","-67"
"2020","Dec","Higher Education","Zimbabwe","_All","Education","15","4","2","25","2","-43"
"2020","Dec","Higher Education","Zimbabwe","_All","Engineering and Related Technologies","96","30","11","3","11","36"
"2020","Dec","Higher Education","Zimbabwe","_All","Natural and Physical Sciences","37","10","4","-18","4","-23"
"2020","Dec","Higher Education","Zimbabwe","_All","Food, Hospitality and Personal Services","6","4","1","50","1","50"
"2020","Dec","Higher Education","Zimbabwe","_All","Health","235","71","27","0","27","-9"
"2020","Dec","Higher Education","Zimbabwe","_All","Creative Arts","28","10","3","8","4","-29"
"2020","Dec","Higher Education","Zimbabwe","_All","Society and Culture","163","52","19","7","20","-2"
"2020","Dec","Higher Education","Zimbabwe","_All","Architecture and Building","29","6","3","12","2","-33"
"2020","Dec","Higher Education","Zimbabwe","_All","Mixed Field Programmes","9","7","1","29","3",""
"2020","Dec","Higher Education","Zimbabwe","_All","Information Technology","44","15","5","-2","6","-17"
"2020","Dec","Higher Education","Zimbabwe","_All","Management and Commerce","153","43","18","-23","16","-36"
"2020","Dec","Non-award","Zimbabwe","_All","Education","4","4","3","0","0","-100"
"2020","Dec","Non-award","Zimbabwe","_All","Mixed Field Programmes","28","14","97","-15","100","-22"
"2020","Dec","Schools","Zimbabwe","_All","Mixed Field Programmes","8","5","100","33","100","25"
"2020","Dec","VET","Zimbabwe","_All","Creative Arts","4","4","0","-67","1","-50"
"2020","Dec","VET","Zimbabwe","_All","Agriculture, Environmental and Related Studies","5","4","2","-38","1","-80"
"2020","Dec","VET","Zimbabwe","_All","Education","6","4","2","-14","2","-40"
"2020","Dec","VET","Zimbabwe","_All","Information Technology","10","4","4","-23","3","-64"
"2020","Dec","VET","Zimbabwe","_All","Architecture and Building","10","4","4","-38","2","-63"
"2020","Dec","VET","Zimbabwe","_All","Health","44","15","16","-46","12","-44"
"2020","Dec","VET","Zimbabwe","_All","Food, Hospitality and Personal Services","11","6","4","10","5","0"
"2020","Dec","VET","Zimbabwe","_All","Management and Commerce","78","40","29","-7","31","-13"
"2020","Dec","VET","Zimbabwe","_All","Society and Culture","81","41","30","-18","32","-16"
"2020","Dec","VET","Zimbabwe","_All","Engineering and Related Technologies","26","14","10","24","11","8"
"2021","Sep","VET","Sweden","Certificate IV","_All","49","24","21","-34","22","-37"
"2021","Sep","ELICOS","Switzerland","Non AQF Award","_All","32","22","100","-91","100","-89"
"2021","Sep","Higher Education","Switzerland","Graduate Certificate","_All","4","4","1","-50","3","-50"
"2021","Sep","Higher Education","Switzerland","Masters Degree (Coursework)","_All","28","6","20","-47","17","-71"
"2021","Sep","Higher Education","Switzerland","Bachelor Degree","_All","63","17","45","-14","47","-43"
"2021","Sep","Higher Education","Switzerland","Doctoral Degree","_All","35","4","25","0","11","-20"
"2021","Sep","Higher Education","Switzerland","Graduate Diploma","_All","4","4","1","0","6","100"
"2021","Sep","Higher Education","Switzerland","Masters Degree (Research)","_All","4","4","1","-50","3",""
"2021","Sep","Higher Education","Switzerland","Bachelor Honours Degree","_All","7","4","5","75","8","0"
"2021","Sep","Higher Education","Switzerland","Diploma","_All","4","4","2","-57","3","-80"
"2021","Sep","Higher Education","Switzerland","Masters Degree (Extended)","_All","4","4","1","","3",""
"2021","Sep","Non-award","Switzerland","Non AQF Award","_All","4","4","100","-97","100","-98"
"2021","Sep","Schools","Switzerland","Primary School Studies","_All","4","4","30","0","0","-100"
"2021","Sep","Schools","Switzerland","Senior Secondary Certificate of Education","_All","5","4","50","-89","67","-94"
"2021","Sep","Schools","Switzerland","Junior Secondary Studies","_All","4","4","20","-78","33","-86"
"2021","Sep","VET","Switzerland","Diploma","_All","35","16","33","-30","33","-27"
"2021","Sep","VET","Switzerland","Certificate III","_All","20","10","19","-51","21","-57"
"2021","Sep","VET","Switzerland","Certificate IV","_All","35","16","33","-31","33","-36"
"2021","Sep","VET","Switzerland","Advanced Diploma","_All","12","5","11","-54","10","-71"
"2021","Sep","VET","Switzerland","Certificate II","_All","4","4","1","-75","0","-100"
"2021","Sep","VET","Switzerland","Graduate Diploma","_All","4","4","2","0","2","0"
"2021","Sep","Higher Education","Syria","Bachelor Degree","_All","4","4","22","33","25","0"
"2021","Sep","Higher Education","Syria","Bachelor Honours Degree","_All","4","4","17","50","25",""
"2021","Sep","Higher Education","Syria","Masters Degree (Coursework)","_All","4","4","17","0","25","0"
"2021","Sep","Higher Education","Syria","Doctoral Degree","_All","8","4","44","-27","25","0"
"2021","Sep","Non-award","Syria","Non AQF Award","_All","4","4","100","0","100",""
"2021","Sep","VET","Syria","Diploma","_All","4","4","75","200","50",""
"2021","Sep","VET","Syria","Advanced Diploma","_All","4","4","25","","50",""
"2021","Sep","ELICOS","Taiwan","Non AQF Award","_All","1398","857","100","-53","100","-52"
"2021","Sep","Higher Education","Taiwan","Associate Degree","_All","25","7","1","-19","1","-50"
"2021","Sep","Higher Education","Taiwan","Bachelor Degree","_All","1471","390","44","0","40","-26"
"2021","Sep","Higher Education","Taiwan","Graduate Certificate","_All","21","17","1","-9","2","-19"
"2021","Sep","Higher Education","Taiwan","Masters Degree (Extended)","_All","19","10","1","73","1","900"
"2021","Sep","Higher Education","Taiwan","Graduate Diploma","_All","28","13","1","-30","1","-32"
"2021","Sep","Higher Education","Taiwan","Doctoral Degree","_All","124","19","4","2","2","-10"
"2021","Sep","Higher Education","Taiwan","Masters Degree (Coursework)","_All","1308","416","39","-15","43","-32"
"2021","Sep","Higher Education","Taiwan","Bachelor Honours Degree","_All","144","36","4","-2","4","-27"
"2021","Sep","Higher Education","Taiwan","Diploma","_All","162","64","5","-22","7","-22"
"2021","Sep","Higher Education","Taiwan","Masters Degree (Research)","_All","13","4","0","18","0",""
"2021","Sep","Non-award","Taiwan","Non AQF Award","_All","185","97","100","-46","100","-39"
"2021","Sep","Schools","Taiwan","Senior Secondary Certificate of Education","_All","110","41","56","-13","71","-16"
"2021","Sep","Schools","Taiwan","Junior Secondary Studies","_All","69","15","35","-34","26","-58"
"2021","Sep","Schools","Taiwan","Primary School Studies","_All","18","4","9","-50","3","-71"
"2021","Sep","VET","Taiwan","Graduate Diploma","_All","58","25","1","32","1","19"
"2021","Sep","VET","Taiwan","Certificate II","_All","177","79","3","-55","3","-53"
"2021","Sep","VET","Taiwan","Certificate III","_All","1028","437","17","-24","17","-29"
"2021","Sep","VET","Taiwan","Graduate Certificate","_All","10","7","0","11","0","75"
"2021","Sep","VET","Taiwan","Certificate I","_All","37","24","1","-71","1","-61"
"2021","Sep","VET","Taiwan","Diploma","_All","2245","905","38","-13","35","-26"
"2021","Sep","VET","Taiwan","Certificate IV","_All","1469","667","25","-17","26","-19"
"2021","Sep","VET","Taiwan","Advanced Diploma","_All","943","441","16","6","17","8"
"2021","Sep","ELICOS","Tajikistan","Non AQF Award","_All","4","4","100","","100",""
"2021","Sep","Higher Education","Tajikistan","Masters Degree (Coursework)","_All","4","4","50","0","0","-100"
"2021","Sep","Higher Education","Tajikistan","Bachelor Degree","_All","4","4","50","","100",""
"2021","Sep","VET","Tajikistan","Diploma","_All","4","4","50","0","0","-100"
"2021","Sep","VET","Tajikistan","Certificate III","_All","4","4","50","","100",""
"2021","Sep","ELICOS","Tanzania","Non AQF Award","_All","4","4","100","0","100","-33"
"2021","Sep","Higher Education","Tanzania","Diploma","_All","10","4","10","-9","14","100"
"2021","Sep","Higher Education","Tanzania","Bachelor Degree","_All","42","15","42","-2","52","7"
"2021","Sep","Higher Education","Tanzania","Masters Degree (Research)","_All","4","4","1","0","0","-100"
"2021","Sep","Higher Education","Tanzania","Doctoral Degree","_All","16","4","16","0","14","300"
"2021","Sep","Higher Education","Tanzania","Masters Degree (Coursework)","_All","15","4","15","-40","7","-71"
"2021","Sep","Higher Education","Tanzania","Bachelor Honours Degree","_All","16","4","16","-16","10","-57"
"2021","Sep","Higher Education","Tanzania","Masters Degree (Extended)","_All","4","4","1","","3",""
"2021","Sep","Non-award","Tanzania","Non AQF Award","_All","5","4","100","-29","100","-40"
"2021","Sep","Schools","Tanzania","Primary School Studies","_All","4","4","100","-50","",""
"2021","Sep","VET","Tanzania","Diploma","_All","5","4","28","-44","40","-60"
"2021","Sep","VET","Tanzania","Certificate IV","_All","4","4","17","50","20","-50"
"2021","Sep","VET","Tanzania","Certificate III","_All","4","4","17","-25","20","-50"
"2021","Sep","VET","Tanzania","Advanced Diploma","_All","6","4","33","-25","20","-75"
"2021","Sep","VET","Tanzania","Graduate Diploma","_All","4","4","6","","0",""
"2021","Sep","ELICOS","Thailand","Non AQF Award","_All","1385","816","100","-76","100","-74"
"2021","Sep","Higher Education","Thailand","Associate Degree","_All","9","4","0","-18","0","-50"
"2021","Sep","Higher Education","Thailand","Masters Degree (Coursework)","_All","655","178","35","-28","33","-45"
"2021","Sep","Higher Education","Thailand","Bachelor Degree","_All","802","251","43","-7","47","-15"
"2021","Sep","Higher Education","Thailand","Masters Degree (Extended)","_All","4","4","0","50","0",""
"2021","Sep","Higher Education","Thailand","Doctoral Degree","_All","156","29","8","-11","5","81"
"2021","Sep","Higher Education","Thailand","Graduate Certificate","_All","8","7","0","-67","1","-68"
"2021","Sep","Higher Education","Thailand","Bachelor Honours Degree","_All","135","36","7","-25","7","-45"
"2021","Sep","Higher Education","Thailand","Graduate Diploma","_All","5","4","0","-55","0","-88"
"2021","Sep","Higher Education","Thailand","Masters Degree (Research)","_All","5","4","0","-44","0","0"
"2021","Sep","Higher Education","Thailand","Diploma","_All","95","31","5","-25","6","-47"
"2021","Sep","Non-award","Thailand","Non AQF Award","_All","49","33","100","-46","100","-39"
"2021","Sep","Schools","Thailand","Primary School Studies","_All","13","4","7","-35","2","-80"
"2021","Sep","Schools","Thailand","Senior Secondary Certificate of Education","_All","103","25","57","-42","61","-57"
"2021","Sep","Schools","Thailand","Junior Secondary Studies","_All","65","15","36","-27","37","-53"
"2021","Sep","VET","Thailand","Graduate Certificate","_All","4","4","0","-60","0","-100"
"2021","Sep","VET","Thailand","Graduate Diploma","_All","59","32","1","18","1","7"
"2021","Sep","VET","Thailand","Certificate III","_All","1212","570","11","15","12","0"
"2021","Sep","VET","Thailand","Advanced Diploma","_All","2459","1049","22","-7","21","-6"
"2021","Sep","VET","Thailand","Certificate IV","_All","3462","1445","31","-11","29","-24"
"2021","Sep","VET","Thailand","Certificate II","_All","125","48","1","47","1","-27"
"2021","Sep","VET","Thailand","Diploma","_All","3929","1760","35","-8","36","-2"
"2021","Sep","VET","Thailand","Certificate I","_All","4","4","0","0","0","0"
"2021","Sep","Higher Education","Togo","Masters Degree (Coursework)","_All","4","4","100","0","","-100"
"2021","Sep","ELICOS","Tonga","Non AQF Award","_All","4","4","100","-50","","-100"
"2021","Sep","Higher Education","Tonga","Bachelor Degree","_All","11","4","55","0","67","33"
"2021","Sep","Higher Education","Tonga","Diploma","_All","4","4","5","0","0","-100"
"2021","Sep","Higher Education","Tonga","Doctoral Degree","_All","4","4","5","0","0",""
"2021","Sep","Higher Education","Tonga","Masters Degree (Coursework)","_All","6","4","30","-40","17","-80"
"2021","Sep","Higher Education","Tonga","Graduate Diploma","_All","4","4","5","","17",""
"2021","Sep","Schools","Tonga","Junior Secondary Studies","_All","4","4","33","100","67","100"
"2021","Sep","Schools","Tonga","Senior Secondary Certificate of Education","_All","4","4","67","-33","33","-67"
"2021","Sep","VET","Tonga","Certificate IV","_All","5","4","22","-44","25","50"
"2021","Sep","VET","Tonga","Diploma","_All","12","5","52","71","42","25"
"2021","Sep","VET","Tonga","Advanced Diploma","_All","4","4","13","50","17","100"
"2021","Sep","VET","Tonga","Certificate III","_All","4","4","13","-25","17","100"
"2021","Sep","Higher Education","Trinidad and Tobago","Bachelor Degree","_All","4","4","20","-33","0",""
"2021","Sep","Higher Education","Trinidad and Tobago","Doctoral Degree","_All","4","4","30","0","33",""
"2021","Sep","Higher Education","Trinidad and Tobago","Masters Degree (Coursework)","_All","5","4","50","-17","67","100"
"2021","Sep","VET","Trinidad and Tobago","Advanced Diploma","_All","4","4","43","0","50","-67"
"2021","Sep","VET","Trinidad and Tobago","Diploma","_All","4","4","43","-40","0","-100"
"2021","Sep","VET","Trinidad and Tobago","Certificate IV","_All","4","4","14","0","50","0"
"2021","Sep","ELICOS","Tunisia","Non AQF Award","_All","4","4","100","0","100","0"
"2021","Sep","Higher Education","Tunisia","Doctoral Degree","_All","4","4","50","-33","50",""
"2021","Sep","Higher Education","Tunisia","Bachelor Degree","_All","4","4","38","-25","0","-100"
"2021","Sep","Higher Education","Tunisia","Graduate Certificate","_All","4","4","13","","50",""
"2021","Sep","VET","Tunisia","Advanced Diploma","_All","4","4","50","0","0","-100"
"2021","Sep","VET","Tunisia","Certificate III","_All","4","4","50","","100",""
"2021","Sep","ELICOS","Turkey","Non AQF Award","_All","275","173","100","-74","100","-69"
"2021","Sep","Higher Education","Turkey","Doctoral Degree","_All","68","14","20","-4","14","17"
"2021","Sep","Higher Education","Turkey","Masters Degree (Extended)","_All","4","4","0","-50","0","-100"
"2021","Sep","Higher Education","Turkey","Bachelor Degree","_All","67","21","20","3","21","24"
"2021","Sep","Higher Education","Turkey","Bachelor Honours Degree","_All","9","4","3","-36","1","-67"
"2021","Sep","Higher Education","Turkey","Diploma","_All","7","4","2","-13","3","-25"
"2021","Sep","Higher Education","Turkey","Masters Degree (Coursework)","_All","181","57","53","0","58","-7"
"2021","Sep","Higher Education","Turkey","Masters Degree (Research)","_All","5","4","1","25","3","200"
"2021","Sep","Higher Education","Turkey","Graduate Certificate","_All","4","4","0","-75","0","-100"
"2021","Sep","Non-award","Turkey","Non AQF Award","_All","4","4","100","-84","100","-77"
"2021","Sep","Schools","Turkey","Senior Secondary Certificate of Education","_All","4","4","33","-50","0","-100"
"2021","Sep","Schools","Turkey","Primary School Studies","_All","4","4","33","-25","0","-100"
"2021","Sep","Schools","Turkey","Junior Secondary Studies","_All","4","4","33","50","100",""
"2021","Sep","VET","Turkey","Certificate II","_All","34","10","3","-17","2","-67"
"2021","Sep","VET","Turkey","Diploma","_All","493","213","41","6","38","-10"
"2021","Sep","VET","Turkey","Graduate Diploma","_All","4","4","0","-33","0","-67"
"2021","Sep","VET","Turkey","Certificate III","_All","208","102","17","42","18","0"
"2021","Sep","VET","Turkey","Certificate IV","_All","259","127","22","-7","23","-29"
"2021","Sep","VET","Turkey","Advanced Diploma","_All","203","110","17","21","20","29"
"2021","Sep","VET","Turkey","Graduate Certificate","_All","4","4","0","","0",""
"2021","Sep","Higher Education","Turkmenistan","Masters Degree (Coursework)","_All","4","4","50","0","0","-100"
"2021","Sep","Higher Education","Turkmenistan","Bachelor Honours Degree","_All","4","4","50","","100",""
"2021","Sep","VET","Turkmenistan","Certificate III","_All","4","4","50","0","0",""
"2021","Sep","VET","Turkmenistan","Certificate IV","_All","4","4","50","","100",""
"2021","Sep","Higher Education","Tuvalu","Doctoral Degree","_All","4","4","18","100","25",""
"2021","Sep","Higher Education","Tuvalu","Bachelor Degree","_All","4","4","27","50","25","0"
"2021","Sep","Higher Education","Tuvalu","Associate Degree","_All","4","4","9","0","0",""
"2021","Sep","Higher Education","Tuvalu","Bachelor Honours Degree","_All","4","4","18","-33","0",""
"2021","Sep","Higher Education","Tuvalu","Masters Degree (Coursework)","_All","4","4","27","50","50",""
"2021","Sep","Non-award","Tuvalu","Non AQF Award","_All","4","4","100","-50","","-100"
"2021","Sep","VET","Tuvalu","Diploma","_All","4","4","100","100","100","0"
"2021","Sep","ELICOS","Uganda","Non AQF Award","_All","4","4","100","-63","100","-86"
"2021","Sep","Higher Education","Uganda","Bachelor Degree","_All","48","16","35","23","48","33"
"2021","Sep","Higher Education","Uganda","Masters Degree (Coursework)","_All","39","9","29","-2","27","-40"
"2021","Sep","Higher Education","Uganda","Doctoral Degree","_All","28","4","21","-30","6","-67"
"2021","Sep","Higher Education","Uganda","Bachelor Honours Degree","_All","8","4","6","-11","3","-67"
"2021","Sep","Higher Education","Uganda","Diploma","_All","11","4","8","57","12","0"
"2021","Sep","Higher Education","Uganda","Graduate Diploma","_All","4","4","1","0","3","0"
"2021","Sep","Higher Education","Uganda","Masters Degree (Research)","_All","4","4","1","0","0",""
"2021","Sep","Non-award","Uganda","Non AQF Award","_All","10","4","100","43","100","-71"
"2021","Sep","Schools","Uganda","Junior Secondary Studies","_All","4","4","100","0","","-100"
"2021","Sep","VET","Uganda","Certificate III","_All","6","4","21","-14","20","0"
"2021","Sep","VET","Uganda","Certificate IV","_All","7","6","24","133","40","200"
"2021","Sep","VET","Uganda","Diploma","_All","12","4","41","9","20","-25"
"2021","Sep","VET","Uganda","Advanced Diploma","_All","4","4","10","50","13","0"
"2021","Sep","VET","Uganda","Graduate Diploma","_All","4","4","3","","7",""
"2021","Sep","ELICOS","Ukraine","Non AQF Award","_All","26","20","100","-21","100","-5"
"2021","Sep","Higher Education","Ukraine","Bachelor Degree","_All","18","4","31","-22","21","-57"
"2021","Sep","Higher Education","Ukraine","Graduate Certificate","_All","4","4","2","0","0","-100"
"2021","Sep","Higher Education","Ukraine","Masters Degree (Coursework)","_All","25","8","42","-19","57","14"
"2021","Sep","Higher Education","Ukraine","Diploma","_All","4","4","3","-33","7",""
"2021","Sep","Higher Education","Ukraine","Doctoral Degree","_All","13","4","22","-24","14","100"
"2021","Sep","Non-award","Ukraine","Non AQF Award","_All","4","4","100","-60","100",""
"2021","Sep","Schools","Ukraine","Senior Secondary Certificate of Education","_All","4","4","67","0","50",""
"2021","Sep","Schools","Ukraine","Junior Secondary Studies","_All","4","4","33","0","50",""
"2021","Sep","VET","Ukraine","Graduate Diploma","_All","4","4","2","0","4",""
"2021","Sep","VET","Ukraine","Certificate II","_All","4","4","2","0","0","-100"
"2021","Sep","VET","Ukraine","Certificate III","_All","10","4","16","-9","13","-40"
"2021","Sep","VET","Ukraine","Diploma","_All","26","8","43","-28","35","-43"
"2021","Sep","VET","Ukraine","Certificate IV","_All","7","5","11","40","22","400"
"2021","Sep","VET","Ukraine","Advanced Diploma","_All","16","6","26","33","26","-14"
"2021","Sep","ELICOS","United Arab Emirates","Non AQF Award","_All","6","5","100","-40","100","-29"
"2021","Sep","Higher Education","United Arab Emirates","Associate Degree","_All","4","4","0","-50","0","-100"
"2021","Sep","Higher Education","United Arab Emirates","Masters Degree (Coursework)","_All","34","7","14","-15","9","-22"
"2021","Sep","Higher Education","United Arab Emirates","Advanced Diploma","_All","7","4","3","-30","1",""
"2021","Sep","Higher Education","United Arab Emirates","Bachelor Honours Degree","_All","66","14","27","0","18","-44"
"2021","Sep","Higher Education","United Arab Emirates","Diploma","_All","18","4","7","-42","5","-67"
"2021","Sep","Higher Education","United Arab Emirates","Bachelor Degree","_All","112","49","45","4","63","96"
"2021","Sep","Higher Education","United Arab Emirates","Doctoral Degree","_All","9","4","4","-25","3","-33"
"2021","Sep","Higher Education","United Arab Emirates","Masters Degree (Extended)","_All","4","4","0","","1",""
"2021","Sep","Non-award","United Arab Emirates","Non AQF Award","_All","40","17","100","-44","100","-58"
"2021","Sep","ELICOS","United Kingdom","Non AQF Award","_All","23","19","100","130","100","138"
"2021","Sep","Higher Education","United Kingdom","Advanced Diploma","_All","4","4","0","0","0",""
"2021","Sep","Higher Education","United Kingdom","Doctoral Degree","_All","322","50","25","-3","14","-32"
"2021","Sep","Higher Education","United Kingdom","Associate Degree","_All","5","4","0","-38","1","50"
"2021","Sep","Higher Education","United Kingdom","Bachelor Honours Degree","_All","57","14","4","-8","4","-30"
"2021","Sep","Higher Education","United Kingdom","Masters Degree (Coursework)","_All","346","120","27","-5","33","-24"
"2021","Sep","Higher Education","United Kingdom","Masters Degree (Extended)","_All","10","4","1","0","1","-33"
"2021","Sep","Higher Education","United Kingdom","Graduate Diploma","_All","19","9","1","-14","2","-40"
"2021","Sep","Higher Education","United Kingdom","Masters Degree (Research)","_All","16","10","1","7","3","67"
"2021","Sep","Higher Education","United Kingdom","Bachelor Degree","_All","459","132","36","-7","36","-16"
"2021","Sep","Higher Education","United Kingdom","Diploma","_All","36","17","3","0","5","0"
"2021","Sep","Higher Education","United Kingdom","Graduate Certificate","_All","11","8","1","-8","2","-20"
"2021","Sep","Non-award","United Kingdom","Non AQF Award","_All","20","8","100","-98","100","-98"
"2021","Sep","Schools","United Kingdom","Senior Secondary Certificate of Education","_All","20","7","48","-23","50","-36"
"2021","Sep","Schools","United Kingdom","Primary School Studies","_All","8","4","19","0","14","-71"
"2021","Sep","Schools","United Kingdom","Junior Secondary Studies","_All","14","5","33","-30","36","-38"
"2021","Sep","VET","United Kingdom","Certificate II","_All","12","8","0","-37","0","-33"
"2021","Sep","VET","United Kingdom","Diploma","_All","1876","755","49","-5","45","-21"
"2021","Sep","VET","United Kingdom","Graduate Diploma","_All","8","4","0","33","0","0"
"2021","Sep","VET","United Kingdom","Certificate III","_All","644","290","17","-10","17","-13"
"2021","Sep","VET","United Kingdom","Certificate IV","_All","793","369","21","-21","22","-25"
"2021","Sep","VET","United Kingdom","Advanced Diploma","_All","513","240","13","-1","14","-2"
"2021","Sep","VET","United Kingdom","Graduate Certificate","_All","4","4","0","","0",""
"2021","Sep","Higher Education","United Kingdom (Other)","Masters Degree (Coursework)","_All","4","4","50","0","","-100"
"2021","Sep","Higher Education","United Kingdom (Other)","Bachelor Degree","_All","4","4","50","0","",""
"2021","Sep","ELICOS","United States of America","Non AQF Award","_All","5","4","100","-84","100","-71"
"2021","Sep","Higher Education","United States of America","Associate Degree","_All","6","4","0","-25","0","0"
"2021","Sep","Higher Education","United States of America","Bachelor Honours Degree","_All","82","25","3","-8","4","-17"
"2021","Sep","Higher Education","United States of America","Graduate Certificate","_All","15","13","1","15","2","63"
"2021","Sep","Higher Education","United States of America","Masters Degree (Coursework)","_All","1163","274","45","-17","39","-40"
"2021","Sep","Higher Education","United States of America","Bachelor Degree","_All","656","186","26","-10","26","-30"
"2021","Sep","Higher Education","United States of America","Diploma","_All","22","8","1","-69","1","-85"
"2021","Sep","Higher Education","United States of America","Doctoral Degree","_All","413","65","16","-5","9","-3"
"2021","Sep","Higher Education","United States of America","Graduate Diploma","_All","19","12","1","6","2","0"
"2021","Sep","Higher Education","United States of America","Masters Degree (Extended)","_All","154","107","6","141","15","386"
"2021","Sep","Higher Education","United States of America","Masters Degree (Research)","_All","34","12","1","6","2","-20"
"2021","Sep","Non-award","United States of America","Non AQF Award","_All","23","10","100","-99","100","-100"
"2021","Sep","Schools","United States of America","Senior Secondary Certificate of Education","_All","29","10","36","-41","37","-71"
"2021","Sep","Schools","United States of America","Junior Secondary Studies","_All","18","8","23","-36","30","-53"
"2021","Sep","Schools","United States of America","Primary School Studies","_All","33","9","41","-6","33","-44"
"2021","Sep","VET","United States of America","Advanced Diploma","_All","200","105","18","-16","23","-23"
"2021","Sep","VET","United States of America","Graduate Certificate","_All","4","4","0","0","0",""
"2021","Sep","VET","United States of America","Certificate III","_All","100","56","9","-71","12","-66"
"2021","Sep","VET","United States of America","Certificate IV","_All","297","91","27","-51","20","-66"
"2021","Sep","VET","United States of America","Diploma","_All","475","203","44","-24","44","-36"
"2021","Sep","VET","United States of America","Certificate II","_All","5","4","0","150","1","200"
"2021","Sep","VET","United States of America","Graduate Diploma","_All","8","4","1","100","1","0"
"2021","Sep","ELICOS","Uruguay","Non AQF Award","_All","18","10","100","-68","100","-76"
"2021","Sep","Higher Education","Uruguay","Doctoral Degree","_All","6","4","26","-33","0","-100"
"2021","Sep","Higher Education","Uruguay","Masters Degree (Coursework)","_All","8","4","35","-58","0","-100"
"2021","Sep","Higher Education","Uruguay","Bachelor Degree","_All","6","4","26","20","67","100"
"2021","Sep","Higher Education","Uruguay","Bachelor Honours Degree","_All","4","4","9","0","0","-100"
"2021","Sep","Higher Education","Uruguay","Masters Degree (Research)","_All","4","4","4","0","33",""
"2021","Sep","VET","Uruguay","Diploma","_All","29","19","31","32","40","73"
"2021","Sep","VET","Uruguay","Certificate IV","_All","32","12","34","-6","25","-50"
"2021","Sep","VET","Uruguay","Certificate III","_All","24","13","26","41","27","86"
"2021","Sep","VET","Uruguay","Advanced Diploma","_All","8","4","9","0","8","33"
"2021","Sep","ELICOS","Uzbekistan","Non AQF Award","_All","4","4","100","-73","100","-80"
"2021","Sep","Higher Education","Uzbekistan","Masters Degree (Coursework)","_All","46","4","45","-33","12","-78"
"2021","Sep","Higher Education","Uzbekistan","Bachelor Degree","_All","38","8","37","-21","47","-47"
"2021","Sep","Higher Education","Uzbekistan","Diploma","_All","11","6","11","-8","35","0"
"2021","Sep","Higher Education","Uzbekistan","Bachelor Honours Degree","_All","4","4","2","-33","0","-100"
"2021","Sep","Higher Education","Uzbekistan","Doctoral Degree","_All","4","4","4","-20","0",""
"2021","Sep","Higher Education","Uzbekistan","Graduate Diploma","_All","4","4","1","","6",""
"2021","Sep","Non-award","Uzbekistan","Non AQF Award","_All","4","4","100","-50","","-100"
"2021","Sep","Schools","Uzbekistan","Junior Secondary Studies","_All","4","4","50","-50","0","-100"
"2021","Sep","Schools","Uzbekistan","Senior Secondary Certificate of Education","_All","4","4","50","","100",""
"2021","Sep","VET","Uzbekistan","Certificate IV","_All","10","4","25","25","17","-50"
"2021","Sep","VET","Uzbekistan","Certificate III","_All","10","6","25","-9","25","100"
"2021","Sep","VET","Uzbekistan","Diploma","_All","15","13","38","50","54","333"
"2021","Sep","VET","Uzbekistan","Graduate Certificate","_All","4","4","3","0","0","-100"
"2021","Sep","VET","Uzbekistan","Advanced Diploma","_All","4","4","8","-40","0","-100"
"2021","Sep","VET","Uzbekistan","Graduate Diploma","_All","4","4","3","","4",""
"2021","Sep","Higher Education","Vanuatu","Bachelor Degree","_All","7","4","58","17","20",""
"2021","Sep","Higher Education","Vanuatu","Diploma","_All","4","4","8","-67","0","-100"
"2021","Sep","Higher Education","Vanuatu","Bachelor Honours Degree","_All","4","4","17","","40",""
"2021","Sep","Higher Education","Vanuatu","Masters Degree (Coursework)","_All","4","4","17","","40",""
"2021","Sep","VET","Vanuatu","Diploma","_All","4","4","33","50","50","0"
"2021","Sep","VET","Vanuatu","Graduate Diploma","_All","4","4","11","0","0","-100"
"2021","Sep","VET","Vanuatu","Certificate IV","_All","4","4","22","-50","0","-100"
"2021","Sep","VET","Vanuatu","Advanced Diploma","_All","4","4","22","-33","0","-100"
"2021","Sep","VET","Vanuatu","Certificate III","_All","4","4","11","","50",""
"2021","Sep","ELICOS","Venezuela","Non AQF Award","_All","24","19","100","-60","100","-54"
"2021","Sep","Higher Education","Venezuela","Bachelor Degree","_All","18","4","26","-25","24","0"
"2021","Sep","Higher Education","Venezuela","Masters Degree (Coursework)","_All","38","11","54","-25","65","-15"
